Region,Employment Status
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Unemployed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Unemployed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Unemployed
Region IV-A  (CALABARZON),Unemployed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Unemployed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Unemployed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Unemployed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Unemployed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Unemployed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Unemployed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Unemployed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Unemployed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Not in the Labor Force
Region IV-A  (CALABARZON),Employed
Region IV-A  (CALABARZON),Employed
